"RegionName","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09"
"Flagstaff, AZ",36.13,11.77,16.09,26.23,30.46,35.16,28.34,33.16,25.38,30.95,35.71,31.95,16.68,39.8,42.06,38.74,31.33,28.33,32.95,31.57,40.16,44.57,37.79,34.91,33.61,30.85,25.85,37.55,30.5,24.96,36.9,30.65,20.07,21.81,9.01,28.19,30.6,18.81,18.1,15.7,22.65,24.59,8.58,15.01,17.68,17.81,35.74,15.15,10.31,12.92,16,20.89,17.7,18.25,26.53,22.15,22.84,24.47,28.3,23.81,30.13,31.23,28.96,25.83,30.62,24.89,14.79,13.54,16.48,10.49,9.91,15.27,18.73,18.17,21.86,12.09,9.59,6.87,8.09,7.71,4.5,6.7,5.65,3,4.7,5.53,6.16,4.4,3.7,3.92,3.25,1.66,2.68,2.57,3.94,3.43,3.38,3.24,2.42,2.19,1.39,0.84,1.12,0.38,0.12,0.11,0.16,0.46,0.61,1.08,1.17,1.26,1.52,2,2.91,3.98,6.34,8.76,11.02,15.02,17.93,26.01,39.33,51.6,62.49,70.26,73.72,76.78,79.63,79.52,84.82,85.41,85.8,87.84,86.16,85.47,83.85,82.43,80.17,82.01,80.58,80.67,83.31,82.87,83.34,82.02,81.75,83.59,83.72,83.83,84.75,84.42,83.7,83.16,79.98,83.36,87.43,87.51,87.7,84.87,85.67,87.34,89.07,90.85,93.52,94.56,95.7,96.19,96.03,95.74,95.67,96.14,95.84,94.97,93.96,92.85,90.18,86.49,82.14,74.32,71.38,67.33,61.02,52.92,44.25,39.29,36.5,35.87,36.24,35.86,32.89,33.74,28.98,22.79,19.74,17.16,14.64,12.15,10.05,7.22,5.76,5.85,6.39,5.91,6.12,7.44,7.89,9.36,12.27,14.19,15.63,18.81,21.86,22.89,24.27,26.51,25.91,23.83,20.92,19.54,17.64,17.68,16.98,14.97
"Pittsfield, MA",56.17,28.94,45.64,51.89,44.92,42.24,33.21,34.72,44.89,28.62,54.26,54.13,37.29,36.74,42,25.66,34.62,41.66,50.69,33.87,34.53,33.65,13.46,14.27,15.79,40.47,30.17,34.8,40.35,21.44,20.04,39.59,29.65,36.89,49.04,30.56,41.87,21.52,24.32,31.49,23.5,34.97,39.97,26.87,16.16,20.82,23.24,12.98,7.85,18.56,37.42,13.45,15.37,18.44,12.82,18.54,26.82,15.23,22.55,34.15,37.74,28.73,15.56,26.6,23.21,20.2,26.97,8.57,15.19,10.33,3.52,15.49,6.44,13.86,10.22,11.61,14.63,13.44,3.93,10.07,13.98,11.46,14.32,18.78,26.41,17.18,9.99,8.51,7.31,6.47,11.56,9.56,6.99,14.29,8.56,5.24,11.36,9.46,9.89,10.34,12.79,12.07,11.82,13.67,8.83,9.52,9.31,10.62,13.53,13.54,13.02,12.23,11.73,11.26,11.94,12.25,13.96,16.76,20.53,24.22,26.75,28.49,32.09,35.18,38.99,44.07,45.1,44.19,44.31,44.82,46.2,48.76,53.28,55.24,53.6,53.81,52.44,51.09,54.15,56.9,59.25,59.79,61.96,62.88,64.9,65.05,66.36,67.33,66.62,67.44,65.98,63.98,62.54,63.23,61.29,60.55,58.38,53.92,49.75,46.49,47.33,50.78,50.78,52,53.39,51.84,52.17,53.03,53.63,57.68,62.22,63.78,64.72,59.52,59.17,57.36,60,60.83,63.44,62.54,60.9,60.89,60.47,60.41,59.88,60.75,61.51,61.66,60.27,59.96,57.6,57.07,55.79,53.9,53.82,53.59,52.55,49.1,45.11,45.13,42.96,40.58,39.82,39.14,37.76,36.4,32.62,32,33.96,35.9,38.01,38.12,38.48,39.6,39.81,40.18,39.98,37.49,37.06,38.65,40.12,40.7,38.66,39.66
"Jackson, TN",21.05,13.65,23.32,33.45,45.51,26.91,38.34,37.87,18.12,14.4,5.3,45.27,32.8,30.56,29.47,16.07,11.94,22.95,23.19,26.8,29.11,20.57,41.3,11.23,38.83,34.23,34.25,46.01,40.55,35.07,29.38,24.63,31.16,51.37,38.48,29.07,29.03,26.96,27.15,27.71,39.73,34.52,42,48.88,41.34,43.23,47.59,42.93,44.48,52.14,46.81,33.37,19.07,43.8,28.97,40.97,54.52,36.6,44.31,63.77,57.31,42.75,42.78,55.55,59.34,42.6,34.04,37.07,34.19,22.1,35.19,34.96,22.85,29.55,29.01,33.47,35.2,36.68,33.85,38.02,31.63,52.53,31.63,55.36,30.68,37.62,34.01,37.58,33.13,30.02,28.84,27.72,40.06,25.42,30.12,25.61,27.85,27.94,27.57,23.1,19.64,22.93,21.6,19.59,13.13,11.57,11.39,11.06,13.95,17.32,17.11,14.61,16.42,17.19,18.03,18.97,22.28,26.76,32.56,32.78,30.52,29.88,31.09,34.64,34.87,37.43,40.15,41.34,41.38,42.44,41.53,46.63,48.11,52.84,53.84,55.02,56.82,58.47,61.11,64.91,68.1,71.78,74.93,69.21,68.63,66.63,64.6,62.63,59.01,57.3,51.83,47.94,43.32,37.11,31.76,33.23,35.28,35.35,36.75,38.7,41.53,44.3,50.51,55.36,61.45,66.24,69.34,69.73,67.31,66.34,69.05,70.32,71.42,72.56,70.33,69.35,67.61,66.19,65.46,67.24,67.89,66.66,66.02,64,60.81,58.24,58.27,57.77,53.64,50.89,49.56,46.73,41.13,37.67,35.14,34.14,33.37,30.54,29.99,32.28,33.46,33.69,32.33,32.89,37.11,38.36,37.28,39.26,42.92,47.01,47.43,46.2,47.76,49.4,50.65,52.32,51.2,50.45,51.3,49.47,46.18,42.54,40.87,39.17
"Glens Falls, NY",49.26,47.36,50.78,53.3,53.69,56.3,41.72,35.96,48.42,44.83,46.85,52.79,55.43,57.5,66.37,45.53,41.2,39.18,47.71,44.55,37.12,43.17,40.68,37.15,53,48.06,38,39.01,48.53,42.58,42.39,42.63,37.23,29.1,36.26,35.12,32.91,37.78,35.12,47.21,28.96,39.69,36.93,38.9,54.18,54.51,33.27,47.11,56.27,25.46,23.94,24.84,29.12,29.7,22.23,28.46,41.43,34.18,40.16,23.14,23.33,64.42,35.67,23.07,39.32,49.76,16.17,14.74,8.44,12.89,23.24,28.99,11.19,13.85,27.49,15.49,36.89,10.71,16.17,15.73,11.88,41.15,34.5,18.66,34.27,8.46,15.39,18.63,23.14,13.01,23.48,18.35,17.38,7.74,13.67,11.67,12.18,25.53,33.74,36.86,16.71,27.22,12.38,21.64,13.82,15.04,17.44,17.29,18,18.73,18.57,17.39,16.81,14.57,15.21,15.42,15.8,15.43,15.34,15.3,16.65,19.54,21.15,22.01,22.28,25.08,25.03,26.23,27.58,26.87,29.17,35.74,35.37,37.56,43.92,48.83,58.9,63.16,67.28,67.17,68.05,68.81,67.3,58.64,55.06,50.75,49.91,49.55,44.12,45.98,47.14,49.53,48.5,46.24,45.34,50.12,54.68,55.13,52.65,50.86,49.4,45.28,39.91,40.5,43.98,46.34,49.46,52.63,52.8,57.03,59.44,60.14,63.26,63.8,66.01,65.8,63.59,62.76,62.37,60.26,55.67,51.33,49.96,50.35,49.66,48.56,46.55,46.01,48.61,48.98,47.3,47.15,47.72,47.1,45.67,42.78,41.13,40.22,41.18,40.71,39.22,39.8,39.84,35.96,35.9,36.57,39.95,43.48,45.4,47.4,48.5,48.34,48.67,49.42,50.02,52.08,51.66,49.95,48.99,46.2,43.29,42.34,39.64,38.34
"Mount Vernon, WA",41.19,54.49,31.17,37.84,38.88,36.68,58.15,25.01,26.11,11.39,34.42,20.09,15.77,16.87,28.22,27.43,27.19,20.77,8.29,15.29,24.71,43.49,26.54,41.85,37.64,41.77,35.85,40.8,39.55,42.82,34.12,19.79,16.6,16.56,17.02,12.84,13.91,15.41,13.99,16.41,25.55,25,32.82,29.13,40.14,42.69,50.37,53.47,48.29,36.52,52.43,38.87,35.17,40.16,43.78,51.08,37.69,24.89,23.49,31.07,21.08,24.61,23.12,28.43,21.41,27.91,21.39,27.1,27.13,34.97,26.03,23.74,31.26,32.89,25.43,27.83,37.9,22.93,32.61,33.2,35.95,19.97,18.92,31.32,50.67,29.43,30.91,27.6,24.97,24.01,20.26,14.1,10.41,15,12.32,5.33,3.9,6.39,6.15,6.98,6.17,6.86,8.8,12.02,2.28,3.25,5.83,6.12,4.28,3.76,3.43,2.28,2.92,2.82,3.19,3.09,4.11,5.57,5.08,7.34,9.56,11.02,14.15,16.58,21.5,25.95,27.6,29.23,32.77,34.5,38.29,42.23,39.54,47.47,55.52,63.61,66.74,69.99,73.75,76.01,81.65,84.61,87.1,83.74,81.69,78.99,78.11,76.97,76.25,75.9,73.99,73.44,69.37,66.94,63.12,65.54,67.41,65,61.48,59.53,60.66,64.51,71.23,73.29,76.54,80.65,82.43,86.2,90.16,89.9,92.57,93.61,94.97,94.97,92.77,91.68,90.54,88.44,88.08,83.49,80.4,77.6,71.15,64.95,58.98,54.89,52.15,49.74,46.5,44.32,38.7,34.89,33.28,31.74,30.53,29.28,28.63,26.24,26.1,22.59,20.81,19.61,18.99,18.88,17.03,15.92,9.73,9.91,11.04,12.79,14.49,16.56,18.02,18.96,20.4,21.67,21.31,20.19,17.37,15.46,15.64,17.74,17.88,16.7
"Cleveland, TN",29.5,38.36,62.27,37.62,37.09,39.37,29.02,34.89,57.52,36.37,33.38,45.67,31.73,27.4,17.87,14.32,27.1,26.65,20.62,36.14,18.48,39.89,23.95,26.27,37.59,56.15,30.4,47.79,23.07,49,44.88,23.86,36.02,18.97,63.96,64.53,48.34,27.92,38.12,31.79,50.45,21.06,29.82,38.67,49.97,65.24,14.77,20.53,30.29,26.63,44.73,38.95,45.82,46.44,53.79,43.53,45.58,28.07,44.12,21.76,26.2,44.96,25.51,44.79,23.47,31.9,32.11,60.02,40.45,36.67,35.1,28.15,14.36,20.53,29,15.67,32.05,15.33,16.05,9.94,29.45,14.89,18.39,23.96,34,39,24.86,44.56,32.97,42.81,31.28,15.01,24.51,26.57,21.03,22.44,15.81,17.77,22.13,14.8,13.74,13.52,16.87,23.4,9.98,9.03,10.26,9.26,9.58,8.43,8.88,10.26,11.84,11.3,10.46,10.17,11.54,13.44,15.17,17.67,18.18,20.29,23.17,26.45,29.5,34.9,43.58,48.71,51.68,55.52,58.86,58.08,58.85,58.98,57.76,54.67,53.89,49.89,50.15,49.53,47.32,46.19,44.42,38.35,36.8,40.13,42.17,44.42,43.71,44.66,40.16,37.68,34.09,34.8,35.48,46.71,50.11,45.97,39.69,39.51,41.29,40.07,43.62,49.76,57.73,65.05,68.83,68.08,67.79,64.85,65.64,64.08,62.88,64.1,60.8,62.02,62.04,53.48,53.51,48.28,47.92,56.46,54.17,50.31,50.5,48.79,47.45,46.8,43.88,43.57,41.36,41.98,42.81,38.33,39.23,40.04,36.04,36.38,37.05,32.15,29.74,26.53,25.2,25.48,23.54,23.2,22.23,25.1,27.91,30.25,33,34.64,37.72,39.72,42.1,42.72,42.14,41.14,39.88,39.57,40.11,36.14,34.24,33.29
"Morristown, TN",35.53,44.11,37.22,23.34,27.95,67.17,42.45,41.98,17.92,22.13,18.12,22.05,40.23,8.85,19.36,44.95,41.52,12.36,20.13,37.27,39.69,25.43,26.03,8.87,7.57,36.75,34.11,19.27,34.94,48.1,27.51,27.81,39.91,50.12,39.64,61.47,58.93,34.82,41.29,36.8,40.26,30.59,53.78,51.1,34.95,28.83,32.85,39.11,27.41,44.87,42.57,49.75,45.91,30.87,57.04,39.38,37.65,37.75,31.04,42.72,40.85,34.02,41.13,41.82,48.72,48.74,45.25,41.53,37.54,37.11,56.45,24.75,26.19,32.86,29.36,21.2,44.87,26.24,26.7,34.11,27.55,31.27,17.14,26.63,49.93,45.32,27.4,41.37,28.83,39.43,39.22,35.86,37.91,38.21,41.18,31.88,16.76,14.21,19.12,17.9,15.94,18.87,6.9,7.39,14.91,13.57,12.36,12.94,13.42,13.09,11.87,10.84,9.81,8.69,9.77,12.3,13.05,14.56,14.91,13.74,12.91,11.14,11.94,13.53,15.14,18.27,20.67,20.92,25.1,31.4,35.65,40.22,42.65,48.17,51.86,60.98,64.02,62.91,63.47,63,59.08,55.7,55.25,47.66,44.34,42.89,39.46,32.94,32.56,33.82,35.84,39.96,46.57,50.43,50.26,57.64,66.02,70.38,76.17,79.87,82.48,82.97,82.54,81.89,80.55,80.56,80.97,80.75,78.81,76.58,77.85,75.62,74.94,75.5,74.81,72.48,69.68,65.03,60.5,56.65,51.65,46.01,38.2,33.25,28.63,25.29,21.58,18.33,19.28,23.76,26.71,28.93,31.2,34.06,36.37,38.41,37.72,33.03,30.69,32.05,29.27,28.48,27.16,29.1,30.57,31.43,29.95,32.32,36.08,39.37,41.71,42.64,43.59,44.13,44.89,44.49,41.82,39.29,39.9,41.08,41.19,35.81,32.98,31.68
"Holland, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.78,30.37,30.32,30.68,30.2,30.04,32.82,35.81,39.31,43.58,45.89,50.67,44.87,44.88,50.72,55.58,53.74,52.71,51.54,49.57,48.81,49.76,51.97,48.78,53.34,53.36,48.55,48.86,54.08,61.47,66.42,70.18,71.17,73.73,74.54,76.2,77.87,77.75,81.02,77.2,75.77,72.96,71.6,69.91,69.88,67.78,65.06,63.64,61.23,60.67,56.03,58.09,61.82,61.8,60,58.4,56.22,54.76,56.43,58.26,60.53,62.06,64.73,67.84,67.43,69.81,71.3,72.14,73.53,73.99,71.28,69.03,67.19,63.78,60.8,57.21,51.35,47.2,43.69,39.22,36.22,33.08,32.66,32.35,32.58,33.92,33.56,33.23,33.52,33.55,33.04,29.47,26.41,23.37,21.88,20.36,18.04,18.21,18.5,18.82,19.3,19.46,14.8,15.78,17.13,19.4,20.96,22.52,24.25,24.67,26.34,27.29,29.04,29.51,33.14,38.36,41.04,41.42,38.96,37.71
"Bay City, MI",37.94,50.65,61.04,48.71,59.2,43.17,36.17,48.83,37.84,47.08,53.25,48.52,50.61,42.31,35.35,36.32,36.6,42.59,39.77,32.34,26.55,25.06,17.44,16.79,9.92,8.74,11.32,13.91,12.33,12.56,18.03,15.03,17.24,23.59,23.49,35.03,34.48,34.05,39.55,52.53,46.9,40.5,24.16,34.86,42.93,48.71,45.62,35.79,41.94,46.51,45.83,34.14,35.9,43.36,47.42,47.26,40.61,30.5,35.11,44.92,33.77,31.09,28.57,23.13,37.47,38.64,29.04,25.49,27.18,32.51,20.37,46.8,46.58,31.35,13.32,19.58,39.56,23.78,18.62,28.34,25.94,33.58,22.12,49.94,20.24,34.41,54.64,30.18,27.31,34.75,55.7,37.24,35.48,29.88,58.44,13.68,44.14,42.86,26.04,59.39,37.55,44.06,46.03,58.93,42.36,42.25,43.47,45.13,48.75,50.04,51.93,55.02,54.4,57.84,53.47,50.4,52.72,52.75,52.86,51.04,49.95,53.06,55.36,55.95,58.79,57.47,58.6,61.66,62.07,65.29,69.19,71.98,71.72,72.87,72.68,74.23,73.84,75.24,75.7,75.62,75.5,74.39,72.47,65.75,63.14,60.74,61.44,61.47,62.87,63,64.28,63.28,62.13,62.17,62.2,69.87,75.03,75.95,75.32,74.24,72.99,72.57,68.96,67.23,67.85,68.85,70.01,68.08,66.86,68.67,69.41,70.04,68.85,66.45,65.65,62.62,58.95,55.36,52.25,49.78,48.19,47.23,43.55,41.92,38.68,37.1,37.34,40.23,41.87,42.26,41.98,41.95,42.85,42.53,43.83,43.99,45.26,43.93,41.91,38.13,34.7,31.96,32.03,32.66,31.08,30.11,29.99,31.49,34.24,37.52,38.08,39.38,41.9,45.6,46.76,47.74,49.51,50.13,50.38,51.35,50.77,50.26,50.36,51.94
"Sumter, SC",31.17,36.81,42.9,20.85,30.49,41.17,22.21,24.07,30.3,27.47,41.76,40.78,33.48,31.89,29.7,52.5,42.7,34.86,34.29,38.5,35.57,37.91,26.04,19.78,26.72,25.73,23.08,16.9,26.97,31.24,38.52,30.77,33.2,46.13,45.68,39.1,44.3,46.29,29.38,54.62,35.35,44.98,37.75,43.4,37.53,26.89,25.61,24.73,18.86,16.12,26.81,8.66,16.53,7.22,9.58,18.07,18.82,25.04,39.09,39.64,22.67,27.5,31.46,43.01,44.82,39.01,6.04,33.77,21.48,24.36,17.27,9.2,47.38,54.6,29.89,36.37,29.65,26.66,86.94,45.13,43.93,39.08,45.85,50.52,48.47,28.02,29.79,20.45,24.42,27.32,20.67,9.95,21.23,20.96,14.41,19.1,12.69,18.81,18.47,21.24,21.96,25.92,23.61,44.21,19.61,21.68,19.46,18.33,16.57,14.12,11.62,11.95,10.22,9.28,14.09,17.25,17.24,16.72,12.97,15.81,15.29,19.08,20.49,21.23,28.66,31.28,32.46,31.52,39.36,46.87,53.95,54.52,49.94,49.72,48.66,50.19,45.89,43.08,38,40,34.89,26.89,20.58,18.06,22.53,28.01,30.23,34.91,36.98,40.06,42.82,44.21,45.42,47.83,49.13,51.51,51.54,49.44,44.39,40.18,40.88,44.75,47.1,48.49,50.07,50.83,48.64,48.26,48.56,45.7,53.15,54.08,57.05,47.47,38.64,30.05,27.38,26.62,28.26,27.55,27.91,36.21,31.3,32.87,33.46,37.7,37.4,40.86,42.82,44.13,43.75,44.22,47.93,47.5,46.38,46.16,42.21,35.72,33.54,35.19,36.87,35.26,35.43,34.33,31.04,30.86,31.84,35.4,42.96,48.3,51.76,51.52,52.71,53.85,51.52,51.3,49.45,47.86,44.01,40.09,38.32,36.15,35.62,35.85
"California-Lexington Park, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.09,0.11,0.1,0.21,0.36,0.48,0.64,0.73,1.21,2.7,5.29,8.68,11.51,15.24,16.29,15.11,16.73,17.58,20.07,22.83,28.66,33.18,44.76,52.66,68.56,73.64,82.52,88.76,89.59,91.52,93.38,95.09,95.71,96.35,96.84,97.16,95.45,94.98,94.04,91.76,92.04,92.5,92.05,91.31,90.57,88.5,83.81,79.74,75.6,75.2,77.16,76.09,69.59,64.42,63.29,59.17,58.5,58.52,60.01,60.71,66.43,64.94,67.17,68.52,73.3,79.59,81.84,84.93,84.23,84.52,83.93,84.02,80.75,79.35,73.91,69.05,65.89,58.22,52.79,42.99,39.45,35.24,31.49,29.38,31.41,32.9,36.53,41.53,44.38,48.92,51.4,53.53,52.96,52.49,54.86,56.38,52.44,49.97,45.09,40.27,34.76,26.39,25.32,27.16,32.14,34.58,35.24,38.4,41.12,44.88,47.69,44.26,44.01,47.48,48.28,49.04,50.04,51.93,53.28
"Cumberland, MD",49.07,53.3,49.84,32.3,31.91,50.03,28.06,38.51,47.14,57.86,61.7,53.21,55.48,45.35,43.19,57.66,54.72,54.93,47.17,46.84,45.95,39.99,44.22,33.67,32.1,31.49,43.16,44.72,35.22,34.78,36.22,41.43,43.28,30.28,41.2,60.71,52.1,39.36,44.35,45.23,27.69,37.51,39.81,32.25,37.3,67.31,42.25,34.39,38.55,50.08,48.22,42.73,60.96,46.01,55.01,59.27,53.8,42.1,56.41,54.71,58.36,62.91,49.68,41.08,47.23,56.06,48.56,39,26.31,16.37,19.25,36.96,48.16,52.06,29.17,25.85,32.36,29.39,24.08,24.29,36.3,33.95,41.99,28.22,26.48,20.19,24.88,27.03,25.98,18.83,28.87,43.64,17.43,34.07,30.81,10.68,6.46,8.48,7.9,7.93,3.2,4.39,2.18,1.54,6.08,4.63,4.29,5.08,4.7,4.71,5.07,5.56,6.14,6.95,6.64,6.53,6.62,6.07,7.13,7.44,9.62,12.23,14.88,16.79,15.53,17.65,21.81,27.57,32,40.22,43.71,45.47,47.73,49.02,52.09,52.18,51.67,49.46,52.83,55.79,53.72,51.67,46.22,40.37,39.53,36.12,33.34,33.12,33.8,34.38,30.56,26.3,26.63,27.82,33.02,37.59,41.51,44.67,45.1,49.12,54.27,58.56,57.94,60.9,63.16,64.38,64.43,65.21,63.88,65.7,69.75,71.62,71.27,73.46,75.83,76.13,77.92,81.65,82.71,82.16,79.8,77.85,75.38,71.9,69.31,68.05,67.06,65.93,60.49,53.76,50.02,47.57,46.37,47.81,46.38,42.73,41.87,38.29,37.17,39.38,40.11,43.43,44.44,47.94,50.37,48.99,45.87,52.94,54.97,54.56,58.64,58.24,60.08,60.35,59.79,57.36,56.05,54.39,53.15,51.87,49.99,54.06,50.37,49.86
"Pinehurst-Southern Pines, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,6.37,3.8,3.19,3.2,2.81,3.5,4.34,5.33,6.53,8.29,9.49,11.79,15.07,18.97,23.41,26.09,25.95,23.97,19.7,19.5,20.66,23.39,23.58,23.17,24.47,25.7,25.93,28.72,35.36,40.47,48.03,53.35,54.7,48.1,54.86,59,62.24,69.68,64.22,59.11,55.21,54.9,54.88,51.57,51.58,56.01,57.8,56.66,54.05,48.29,52.4,57.97,58.47,59.29,61.19,61.77,61.09,60.25,56.07,52.84,50.87,46.43,43.47,39.91,39.48,38.28,34.61,35.98,38.75,39.18,44.06,48.89,52.65,58.8,62.96,65.83,70.32,73.72,75.56,74.74,70.36,68.51,64.99,60.07,55.02,47.19,42.25,34.18,27.46,19.47,17.02,13.9,13.24,12.94,13.51,14.61,15.74,17.43,18.58,21.13,23.7,30.31,39.27,46.67,49.59,50.49,50.11,50.42,50.46,50.01,48.73,44.84,39.64,32.33,26.17,21.25,17.3,19.39,24.2
"Hermiston-Pendleton, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73,11.08,18.81,27.8,31.35,37.98,38.37,36.71,33.63,33.45,31.79,34.26,38.01,28.24,22.63,17.97,17.53,17.04,18.11,20.18,22.79,25.78,29.37,29.55,28,27.53,25.88,25.99,26.18,26.18,25.39,27.36,27.51,27.8,31.06,35.69,38.97,44.56,47.22,46.4,49.51,47.06,45.07,45.51,48.25,48.6,47.56,45.86,44.27,41.57,39.1,44.29,40.66,48.43,48.77,45.87,42.76,42.17,39.81,37.31,38.4,38.7,41.67,41.28,45.36,41.82,43.23,45.82,45.56,45.83,49.31,51.37,57.21,59.81,60.96,60.98,59.74,58.3,54.63,52.68,52.09,49.27,45.39,42.16,39.83,34.16,31.02,27.98,26.09,24.3,21.75,21.45,19.98,17.37,16.8,14.56,9.39,11.23,11.81,10.04,8.19,8.17,9.41,12.6,15.05,20.15,22.09,25.67,29.82,32.72,35.17,37.3,42.05,39.69,37.01,39.71,42.45,45.38,48.27,46.22
"Corvallis, OR",24.74,39.08,42.71,35.2,28.14,29.21,43.41,24.41,38.09,43.55,25.04,47.76,62.23,39.47,21.36,36.91,34.66,41.49,39.17,46.91,44.41,30.03,34.98,32.35,27.78,45.66,44.18,39.15,31.57,41.29,20.7,26.06,19.66,46.74,45.94,49.38,45.13,26.07,35.26,27.16,48.6,34.86,52.58,57.08,72.54,24.11,36.43,37.45,34.61,39.85,36.89,51.66,25.66,40.08,27.78,24.64,17.31,39.83,34.92,30.54,25.04,28.32,16.84,28.54,25.2,23.74,5.83,12.39,20.86,13.99,18.14,13.94,29.15,16.24,21.84,29.18,18.4,27.48,36.93,18.1,17.58,21.61,24.63,19.82,14.78,11.86,24.57,11.37,7.6,7.86,12.64,7.28,8.64,4.52,2.55,4.12,4.1,8.04,4.26,7.4,6.21,3.46,1.51,4.57,1.18,1.18,0.9,0.83,0.92,0.96,0.83,0.52,0.64,0.68,0.55,0.46,0.72,0.92,1.17,1.51,1.54,1.75,1.7,2.23,2.06,2.57,3.78,4.83,6.6,9.29,19.68,28.59,33.51,37.01,41.92,44.08,52.68,58.7,62.62,64.47,68.53,69.25,61.9,56.51,54.35,55.42,59.61,67.2,69.59,69.28,70.95,71.06,67.8,62.83,56.32,51.43,55.1,52.75,51.12,45.81,42.04,41.53,44.32,48.57,56.14,64.97,71.58,75.37,74.95,73.85,75.64,75.72,77.32,78.13,73.18,71.56,66.43,61.41,61.24,58.94,47.64,42.13,37.17,33.31,27.24,21.83,21.46,20.54,20.59,21.47,21.27,21.81,22.94,23.21,21.01,18.4,15.88,14.51,13.95,13.04,12.49,11.33,9.61,8.15,8.01,7.92,8.07,10.19,13.64,15.13,18.47,21.5,24.78,28.52,31.93,34.34,32.28,29.6,24.48,19.8,17.81,16.61,16.1,14.57
