"RegionName","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09"
"Seattle, WA",19.37,19.54,16.92,14.41,14.75,12.49,11.16,10.37,8.73,8.55,8.43,8.47,10.67,10.4,9.71,9.61,8.58,7.67,6.76,5.68,6.8,7.59,6.43,7.06,7.49,7.94,8.7,8.1,7.87,6.57,8.11,8.37,7.54,7.2,7.04,6.97,7.15,6.99,7.56,8.24,8.81,11.05,10.43,10.29,14.37,14.09,13.99,12.54,12.8,14.45,13.66,15.39,14.82,16.43,16.63,19.72,19.67,20.42,19.56,16.03,20.97,22.45,22.96,20.2,19.59,17.38,16.53,15.75,14.42,13.34,16.37,18.53,15.65,14.09,13.78,14.09,13.5,12.59,10.49,9.64,9.59,10.01,8.84,9.03,8.08,6.49,5.06,4.21,3.82,3.36,3.28,2.84,2.55,2.16,1.75,1.74,1.72,1.69,1.38,1.29,1.12,0.98,0.76,0.7,0.2,0.21,0.24,0.25,0.22,0.15,0.16,0.15,0.15,0.17,0.19,0.22,0.33,0.38,0.52,0.71,0.87,1.06,1.46,1.89,2.88,4.12,6.43,10.63,17.56,26.82,37.39,49.13,60.42,70.81,77.3,84.53,88.68,92.61,94.1,95.36,96.16,96.95,97.34,96.73,95.96,95.58,95.49,95.44,95.59,95.58,95.55,95.36,94.62,93.48,92.25,92.82,91.8,90,87.08,83.66,82.55,82.53,84.59,86.12,88.57,89.49,90.43,90.75,92.09,92.38,93.12,93.82,93.82,93.04,92.27,91.3,88.46,86.84,85.78,84.51,81.21,72.95,65.06,54.47,45.41,37.71,30.5,24.77,22.4,18.54,15.71,13.26,10.98,9.43,7.57,6.66,5.29,4.16,3.46,3.02,2.77,3.21,3.44,3.56,3.95,3.97,3.57,4.98,6.95,9.72,12.01,14.13,15.68,15.53,16.31,17.25,14.91,14.96,11.35,8.89,7.39,7.19,7.18,7.29
"Minneapolis-St Paul, MN",35.78,36.49,40,34.29,32.97,26.94,26.11,26.24,25.18,23.45,22.84,22.87,23.16,22.07,21.45,20.48,20.43,18.14,18.63,14.24,13.92,12.38,12.25,11.25,11.72,10.28,9.71,9.65,8.36,8.27,7.82,7.99,7.07,7.57,7.15,7.29,7.35,7.84,7.3,6.39,6.57,5.91,5.89,5.69,6.08,5.49,5.71,5.39,5.19,4.75,5.47,5.47,6.21,5.66,5.62,5.26,4.7,5.39,5.77,5.32,6.73,7.92,8.51,8.6,7.86,7.91,4.61,5.12,6.18,6.1,5.9,5.93,6.02,5.18,5.33,4.79,5.28,5.31,5.17,6.92,6.17,5.33,7.49,6.62,7.1,8.23,7.85,7.39,6.1,5.59,6.71,6.24,6.72,7.35,7.53,7.2,7.02,7.14,7.49,7.56,10.05,10.06,7.87,8.57,5.77,6.58,8.45,9.86,10.58,12.22,13.24,14.92,18.14,22.2,26.8,30.81,34.84,37.24,40.06,43.69,47.02,52,56.14,60.73,64.09,67.71,70.98,75.25,78.39,83.71,85.82,87.54,89.22,90.69,93.48,94.8,94.82,94.38,94.14,93.47,93.45,92.24,93.14,93.63,92.02,89.84,87.65,85.57,84.14,83.08,80.62,78.07,75.94,74.02,71.98,73.41,73.15,73.21,71.77,70.71,70.99,72.37,74.69,78.65,81.78,84.63,86.08,87.13,88.46,88.35,90.02,91.41,92.25,92.31,91.41,89.54,87.91,85.67,82.52,79.08,74.18,67.76,60.78,51.23,40.69,32.85,26.52,21.27,17.66,15.11,13.39,11.97,11.06,10.47,10,9.72,9.08,8.03,7.12,6.72,6.51,6.35,6.83,7.35,8.22,8.92,9.29,12.13,15.97,19.8,24.17,28.53,31.24,33.26,34.85,36.3,34.36,32.4,28.68,26.79,26.16,25.4,25.48,23.38
"San Diego, CA",45.01,41.44,39.15,39.26,38.62,28.98,27.14,29.24,27.69,23.9,16.58,12.58,15.99,17.37,13.92,11.59,10.01,10.14,9.31,8.52,8.99,9.34,11.54,9.89,10.78,10.66,11.63,12.71,12.07,13.25,11.95,11.36,11.47,10.63,9.37,7.28,7,7.07,6.95,6.15,5.74,5.46,5.17,4.62,4.18,4.26,4.49,3.45,3.91,4.18,4.62,5.52,6.08,6.63,6.42,7.35,7.61,8.62,8.63,9.82,10.46,10.67,10.11,7.95,6.8,5.45,1.45,1.34,1.28,1.39,1.33,1.34,1.32,1.64,1.88,2.4,3.23,3.36,3.5,3.15,2.8,2.19,1.93,1.51,1.29,0.71,0.46,0.5,0.52,0.41,0.42,0.41,0.62,0.84,0.97,1.63,2.13,2.99,4.71,7.95,12.77,18.72,19.91,21.62,15.42,17.87,21.2,24.63,27.54,31.49,34.68,37.77,43.23,51.28,58.09,65.97,73.36,78.15,79.78,80.95,82.3,83.37,86.08,87.37,88.29,87.93,88.2,88.46,88.11,86.95,87.45,89.27,90.54,92.7,93.93,94.28,95.05,95.43,95.92,96.24,96.34,96.78,97.1,95.52,94.32,92.47,91.27,90.17,88.92,87,84.05,78.86,74.37,68.36,60.61,58.34,53.14,47.04,40.23,34.72,31.92,31.31,31.96,36.43,42.35,46.98,54.28,60.59,66.56,71.37,75.81,80.57,82.65,83.22,83.45,81.89,78.7,75.53,72.43,67.17,61.82,56.05,51.69,41.93,33.21,25.54,19.73,14.77,11.55,9.92,8.06,6.7,5.2,4.19,3.23,2.65,2.41,2.2,2.17,2.18,2.37,2.4,2.66,3.07,3.6,3.95,4.28,6.68,9.26,12.84,16.42,19.33,21.21,23.95,24.06,25.02,21.89,19.72,16.15,14.66,14.41,13.32,12.73,12.82
"St. Louis, MO",28.99,27.68,26.56,24.72,24.13,27.41,28.09,33.96,32.37,34.52,31.55,23.8,25.65,24.63,25.27,28.34,28.25,29.39,30.1,27.28,26.33,22.43,20.32,27.11,25.45,25.34,23.14,22.9,19.65,17.55,18.99,17.51,18.94,23.51,25.16,22.71,24.14,21.9,22.99,22.08,22.94,21.87,18.91,20.08,22.06,18.8,19.54,22.8,22.51,20.35,20.57,19.06,19.81,18.6,21.29,21,17.29,22,22.31,18.82,19.15,21.54,21.75,19.55,20.62,18.89,14.15,13.75,16.68,16.35,15.91,12.21,14.31,11.52,14.96,14.18,15.91,15.1,15.31,12.6,12.97,13.06,13.51,28.04,30.36,34.2,29.03,27.61,28.79,28.38,31.28,33.88,32.46,33.13,23.55,16.41,17.14,15.96,19.85,15.15,16.89,19,15.22,15.12,11.82,11.72,12.12,13.5,16.69,19.79,21.52,22.05,20.83,19.86,20.68,21.61,22.4,23.52,26.85,25.7,23.7,21.59,22.1,24.2,27.48,31.91,35.42,39.42,44.71,49.12,51.53,55.77,60.82,67.93,71.92,72.22,69.49,65.93,62.66,59.84,58.23,58.71,62.41,67.21,69.34,69.43,69.59,69.92,70.02,70.73,70.93,71.45,71.11,70.63,68.88,69.61,68.75,68.69,66.85,63.3,61.7,60.38,60.57,61.85,65,65.96,67.68,67.31,68.05,69.28,72.61,76.28,78.13,79.46,80.42,79.97,79.47,77.87,77.26,76.43,75.68,73.01,71.86,70.02,65.76,63.01,58.55,55.02,50.86,46.26,42.98,40.38,38.01,35.95,34.66,33.83,32.86,32.09,33.62,35.11,33.97,36.44,36.86,35.04,34.52,34.6,37.6,39.7,41.51,43.42,44.52,44.47,45.51,44.88,43.65,45.01,43.76,42.22,38.18,34.91,32.19,29.92,27.88,26.02
"Tampa, FL",33.79,29.65,37.15,36.83,32.52,32.19,30.44,30.72,28.4,26,26.97,29.13,29.49,26.85,27.2,25.34,22.29,24.8,20.33,18.77,20.51,23.01,19.7,17.82,17.13,19.03,17.39,17.06,19.89,17.22,16.75,17.85,14.8,15.12,16.01,14.5,14.46,14.81,13.84,13.86,14.12,13.4,13.58,11.49,13.32,10.44,11.16,11.12,11.49,12.08,12.02,10.96,9.88,9.54,9.27,10.24,8.82,10.18,10.06,10.85,11.54,10.9,12.44,12.54,12.54,11.86,11.3,11.97,10.91,10.84,9.36,10.18,9.62,9.83,8.78,7.18,9.29,9.27,8.59,7.89,8.3,8.65,7.45,8.23,7.18,6.55,5.54,6.73,5.68,5.38,4.79,4.23,3.97,3.74,3.56,3.39,3.18,2.98,2.9,2.5,2.22,2.19,2.16,2.12,0.18,0.23,0.23,0.34,0.39,0.48,0.59,0.76,0.99,1.58,2.86,5.16,9.13,15.82,27.68,40.11,50.8,61.73,70.02,75.74,80.71,84.82,88.2,90.16,91.91,92.95,93.52,94.18,95.68,96.3,96.96,97.4,97.69,97.92,98.27,98.53,98.62,98.71,98.78,97.61,96.31,95.43,94.81,94.22,93.71,93.29,92.8,92.08,91.49,90.24,88.72,92.03,92.21,90.64,88.79,86.73,84.23,82.93,81.86,81.8,81.27,82.35,83.2,84.29,85.2,85.17,85.86,87.13,88.41,88.42,87.99,87.09,86.22,84.02,80.15,76.53,71.98,67.71,61.71,52.71,44.23,36.6,31.63,27.02,23.1,20.74,19.29,17.32,15.91,13.92,12.41,11.35,11.2,10.6,9.59,9.2,8.84,8.41,8.55,8.63,8.72,9.11,8.21,9.84,11.24,13.36,15.61,17.82,19.96,22.03,22.45,23.4,23.39,22.52,20.18,18.94,19.05,18.44,17.68,17.39
"Baltimore, MD",40.95,36.33,41.1,44.7,44.42,47.02,47.8,41.91,42.11,40.59,40.43,38.59,36.02,38.01,31.71,32.42,31.64,26.65,29.67,31.7,32.84,31.4,31.27,32.52,31.72,30.37,32.97,32.25,32.13,29.15,30.91,26.79,24.43,26.7,26.06,20.75,25.49,21.95,22.9,21.36,21.34,26.1,20.33,29.33,29.78,25.89,28.78,36.02,34.44,35.95,36.48,33.45,33.93,27.13,32.49,26.17,28.79,29.63,27.95,25.18,23.71,24.45,20.73,22.41,20.27,22.47,14.15,14,12.62,12.57,12.78,10,10.58,8.5,8.5,8.57,9.25,8.4,6.74,7.32,7.24,6.99,8.4,8.38,8,8,6.7,5.27,6.1,4.42,5.03,4.6,4.44,4.24,3.33,3.33,3.67,6.02,4,3.7,2.72,3.28,2.87,2.56,2.41,2,1.89,2.11,2.5,2.65,3.15,3.5,3.74,4.65,6.19,8.47,11.47,15.76,19.59,23.97,26.98,30.74,32.58,35.17,38.69,42.75,46.3,50.11,53.5,57.72,61.58,65.46,67.97,71.04,73.9,76.09,78.74,80.75,82.29,83.42,84.17,83.63,84.14,82.87,82.09,81.8,81.63,81.19,80.46,78.89,77.21,75.74,73.32,71.29,67.09,70.41,70.3,69.9,68.23,66.14,64.63,65.83,67.44,69.33,72.22,74.92,77.28,77.31,78.23,76.57,78.8,79.93,80.55,80.24,79.8,78.81,78.6,77.58,75.44,73.51,72.28,71.76,68.62,64.82,60.91,55.62,50.44,45.09,40.68,36.6,34.65,32.95,31.62,29.73,28.05,27.11,25.47,23.98,22.86,23.13,22.17,21.86,21.52,21.7,21.06,21.12,20.2,22.03,23.96,27.11,30.75,33.43,36.14,39.3,42.22,44.09,43.73,42.43,42.22,43.2,45.57,46.32,46.25,46.26
"Denver, CO",17.19,18.86,14.78,13.52,14.37,14.57,13.86,10.13,10.88,14.16,11.18,16.85,13.5,12,12.7,12.13,11,9.54,10.27,11.95,12.06,11.24,10.34,9.94,9.19,9.19,8.43,7.32,6.46,5.17,5.07,4.07,4.19,4.54,4.4,3.68,3.93,4.03,3.79,3.78,3.4,3.32,2.5,2.7,2.39,2.35,2.73,2.59,2.77,2.34,2.92,3.18,3.92,4.43,5.39,6.74,7.28,9.68,11.53,12.74,17.05,22.91,20.83,21.22,22.99,22.25,21.46,21.88,20.47,20.65,18.8,19.81,23.55,21.08,26.18,33.44,37.75,33.47,34.47,29.57,29.9,27.86,25.89,27.42,28.22,29.77,30.32,22.89,21.26,19.62,20.71,26.52,22.37,23.4,26.45,20.9,21.18,21.52,21.11,21.04,22.01,22.56,25.54,21.57,20.6,21.85,23.09,25.1,27.27,27.89,29.49,29.6,30.4,31.69,32.74,34.92,37.76,39.6,41.34,43.58,46.73,50.66,52.16,53.16,52.64,52.14,53.04,54.28,55.54,58.37,62.34,67.39,70.82,73.54,74.7,75.08,75.95,76.44,76.45,77.37,78.61,79.87,81.1,78.72,77.05,74.91,74.38,74.78,75.08,74.26,72.04,67.35,62.38,56.28,50.68,49.21,45.8,44.01,42.52,41.04,41.89,45.39,50.41,56.45,61.52,65.28,67.42,70.61,73.54,71.68,74.57,76.3,76.61,75.16,72.17,68.3,64.12,59.59,54.95,48.31,41.24,37.87,30.8,24.1,18.64,14.69,12.37,10.64,9.33,8.33,7.83,7.43,7.3,6.81,6.34,5.86,5.21,4.62,4.22,4.04,3.79,3.71,3.72,3.64,3.51,3.36,3.28,4.58,6.2,7.55,8.61,9.41,10.01,9.74,9.38,9.25,7.8,6.66,3.38,1.96,1.46,1.6,1.77,1.95
"Pittsburgh, PA",43.53,43.51,40.75,43.15,40.54,50.14,50.16,40.2,35.6,32.69,30.72,40.09,45.19,37.75,35.56,37.69,39.78,32.32,30.77,28.93,32,28.02,33.54,23.22,21.72,32.86,33.78,33.94,27.05,26.62,29.5,33.57,27.45,33.67,24.11,27.07,32.78,26.89,27.05,25.02,29.82,28.7,28.63,22.59,28.02,25.83,26.95,28.47,23.91,29.76,26.92,26.28,22.52,24.47,21.21,22.92,25.21,24.47,28.67,21.55,25.56,24.74,28.72,37.1,36.81,31.41,22.56,27.86,25.26,30.85,28.8,33.05,29.52,23.51,22.5,21.59,21.62,24.58,30.25,21.74,21.53,24.87,23.81,29.38,30.07,37.99,35.15,36.81,32.45,28.31,27.78,32.21,35.45,31.76,34.07,27.03,23.52,21.02,22.91,27.38,29.07,32.25,29.1,30.73,24.25,23.74,22.88,23.56,24.24,25.25,25.17,24.48,25.41,26.12,27.95,28.3,29.56,30.19,32.56,34.44,35.09,35.28,35.31,34.85,33.44,33.11,32.03,32.85,33.28,33.53,33.32,34.51,36.2,38.37,39.32,42.12,43.96,45.03,46.52,47.52,47.59,48.63,48.84,46.7,46.87,46.39,47.08,45.89,45.33,45.44,44.08,43.2,40.59,39.65,39.2,39.92,38.69,37.4,34.99,33.55,32.6,32.15,32.61,33.78,35.56,37.21,37.65,37.35,37.29,38.87,40.65,41.94,43.16,43.87,44.23,42.68,41.53,40.71,39.74,40.08,40.58,41.07,40.29,40.18,40.02,40.02,39.76,41.66,42.44,44.51,45.6,45.19,44.84,43.32,42.1,39.87,36.84,33.61,31.18,29.12,25.92,23.57,22.37,22.85,22.7,23.21,23.96,26.31,28.21,29.96,31.55,33.2,35.28,37.93,40.09,41.56,41.67,41.79,39.34,39.11,39.2,38.69,38.68,37.86
"Portland, OR",7.32,8.05,6.74,6.59,7.78,9.12,10.35,11.99,12.54,13.99,16.02,21.05,24.38,24.04,24.81,26.76,21.15,19.05,18.41,20.12,19.39,18.8,21.02,18.66,21.98,22.09,23.85,23.6,25.77,27.24,34.54,24.3,25.45,29.67,23.91,28.38,24,28.93,25.76,27.25,27.74,29.5,25.31,28.77,35.75,26.93,30.78,23.57,19.73,19.92,21.75,20.7,17.99,19.98,19.59,17.76,13.25,16.35,13.65,15.7,18.61,18.71,18.84,17.03,17.95,15.35,16.37,18.49,15.51,15.38,17.33,18.59,16.05,14.55,14.31,13.97,11.84,10.54,11.01,9.54,9.83,10.44,9.86,9.46,10.26,10.21,6.73,5.86,6.83,6.9,4.86,5.2,5.36,5.42,5.07,4.85,4.92,4.42,4.38,3.71,3.29,2.52,2.55,2.27,0.25,0.27,0.29,0.31,0.33,0.3,0.27,0.25,0.28,0.25,0.28,0.37,0.58,0.83,1.27,2.04,2.91,4.38,6.27,8.08,10.86,14.14,19.18,24.63,31.91,39.49,49.43,55.91,62,67.39,73.11,77.79,81.21,83.95,86.24,88.1,89.87,92.01,93.79,91.86,90.98,90.37,90.15,90.27,90.33,90.48,89.84,89.07,86.99,83.72,78.85,83.64,84.64,84.97,83.03,81.81,81.34,82.31,84.73,87.41,89.18,89.83,90.86,91.33,92.17,91.19,92.36,92.74,92.56,91.46,89.85,87.1,84.6,83.35,80.43,76.16,70.95,63.34,54.29,45.21,37.11,30.96,25,21.3,18.33,16.01,14.7,13.21,12.03,10.45,8.94,7.16,5.91,4.79,4.02,3.6,3.27,3.26,3.25,3.14,3.11,3.22,3.81,6.15,9.17,11.7,14.07,16.7,19.14,19.57,21.1,24.34,23.07,21.81,15.86,11.43,8.08,8.17,7.58,6.77
"Charlotte, NC",15.98,27.58,32.1,29.8,33.64,33.41,25.28,21.58,19.63,16.02,17.93,23.34,19.87,20.24,18.78,20.73,16.87,15.54,18.6,21.42,21.38,24.76,21.46,20.85,24.83,23.14,24.44,22.46,22.98,25.26,26.89,26.04,25.28,23.38,23.87,21.93,22,23.75,21.36,26.33,25.19,25.49,26.42,26.41,27.3,27.4,27.27,26.68,26.2,28.33,31.71,31.16,31.39,33.52,30.16,38.15,37.74,36.04,39.08,37.91,39.74,39.56,37.46,38.2,36.96,35.44,38.94,30.41,32.51,32.47,29.53,30.41,34.03,34.28,34.59,30.91,31.52,31.22,26.08,31.79,29.03,27.58,30.57,31.47,30.27,28.28,26.34,27.88,26.06,27.94,28.04,27.58,27.22,30.6,30.6,30.25,27.86,29.27,29.31,26.38,27.92,25.67,23.26,22.45,14.8,15.49,15.85,16.64,16.34,17.03,17.11,17.2,17.2,17.23,16.88,16.64,17.17,16.9,16.94,16.19,15.41,14.22,14.13,13.31,13.04,13.15,14.64,15.1,16.51,18.78,20.92,23.35,27.27,31.32,34.8,39.79,42.91,48.32,50.88,55.33,60.42,64.85,68.35,68.45,68.56,68.29,68.49,68.36,69.2,69.41,69.84,68.94,67.81,66.03,64.91,67.72,70.69,72.12,72.06,72.16,71.72,72.64,73.58,75.91,76.62,77.39,77.3,76.57,74.76,72.5,73.53,74.07,72.69,71.58,68.85,66.76,64.95,62.7,59.78,57.42,55.49,54.51,49.8,46.21,42.9,38.61,36.41,33.91,33.25,32.83,32.45,32.75,31.89,30.6,30.82,29.4,28.07,26.96,25.58,25.13,22.71,20.76,19.19,17.87,17.38,17.45,16.39,18,20.33,22.32,24.52,26.2,28.71,29.79,32.3,34.26,33.65,31.97,29.2,28.01,26.52,25.52,23.94,23.16
"Sacramento, CA",52.53,54.55,53.48,46.89,47.06,44.02,38.82,38.95,37.76,32.01,31.03,29.17,29.58,23.35,19.69,20.18,21.42,20.82,21.76,20.35,20.77,19.28,17.6,18.86,16.67,21.48,20.71,18.43,17.59,15.95,15.73,13.65,13.17,13.28,13.41,12.23,11.88,11.14,10.54,9.67,8.46,8.35,7.5,7.47,6.92,6.52,5.8,4.03,4.14,3.96,3.54,3.37,3.5,3.09,3.05,3.85,4.62,5.74,7.59,8.63,9.61,10.85,10.9,11.26,9.73,8.57,4.13,3.43,2.57,2.39,2.24,2.27,2.02,2.31,2.15,2.52,2.62,2.68,2.81,2.72,2.48,2.28,2.19,2.33,2.11,1.67,1.32,0.94,0.71,0.69,0.52,0.49,0.43,0.46,0.39,0.49,0.61,0.66,0.64,0.77,0.92,1.07,1.16,1.56,1.79,2.24,2.93,3.94,5.31,8.54,14.26,23.52,34.68,47.98,60.45,72.34,80.35,85.08,88.64,90.23,90.85,91.15,91.81,92.15,92.48,93,93.26,92.55,92.56,93.14,93.08,93.5,94.89,96.17,96.77,97.19,97.45,97.48,97.08,97.27,97.44,97.49,97.77,96.21,94.5,92.25,90.49,89.21,88.91,88.04,87.57,86.07,84.42,81.96,78.92,83.56,84.25,83.37,81.39,79.64,76.69,75.49,75.39,76.43,76.82,77.8,78.76,81.21,83.39,86.38,88.66,89.57,90.3,90.18,89.5,88.53,87.6,85.86,83.88,80.79,76.66,70.3,61.23,50.67,41.04,32.73,26.36,20.37,15.72,12.78,10.25,8.09,6.69,5.33,4.11,3.38,2.72,2.4,2.25,2.3,2.35,2.62,2.8,2.85,3.5,4.19,4.71,6.53,9.48,12.69,16.23,20.19,23.96,27.12,28.48,30.26,28.82,26.98,23.92,22.66,21.46,19.66,18.3,16.63
"Orlando, FL",39.27,30.06,33.08,35.91,36.19,29.12,28.52,30.91,27.84,28.34,22.39,22.43,24.29,29,25.23,23.32,25.09,24.7,24.2,23.16,21.95,21.88,22.72,23.69,25.12,21.22,22.98,20.12,17.99,17.01,18.31,14.91,15.79,16.84,16.07,15.2,14.33,12.74,12.87,13.49,12.88,13.56,13.59,14.58,13.47,13.44,11.88,11.84,12.56,14.23,13.33,14.63,16.36,14.63,15.4,14.59,13.61,13.55,14.68,14.59,14.47,15.28,14.12,13.51,11.5,11.86,10.1,10.07,8.08,8.87,8.48,10.13,8.82,7.85,8.41,8.03,7.54,7.27,6.21,6.44,6.62,6.25,4.45,4.08,3.98,3.48,3.08,2.65,2.27,1.83,1.38,1.07,1.36,1.6,1.42,1.04,0.85,0.75,0.29,0.25,0.19,0.15,0.11,0.1,0.13,0.14,0.14,0.14,0.16,0.19,0.24,0.31,0.4,0.54,0.82,1.46,2.76,6.13,11.56,18.64,27.19,39.57,51.16,61.42,69.76,76.42,81.21,84.08,87.02,89.57,92.13,94.04,95.73,97.09,97.66,98.21,98.56,98.79,99.07,99.27,99.44,99.56,99.64,99.03,98.18,97.17,96.39,95.58,95.25,94.76,93.96,93.51,92.64,91.12,89.31,93.83,94.75,94.74,94.12,93.08,92.17,91.76,91.18,91.35,91.19,91.16,90.49,90.26,89.51,88.25,87.15,86.08,85.92,85.63,84.18,82.72,80.48,77.87,75.58,70.94,66.1,61.48,55.38,48.49,39.49,31.8,25.33,19.85,15.11,12.7,10.85,9.48,7.83,6.38,5.76,5.29,5.27,5.27,5.28,5.32,5.2,5.56,5.55,5.57,5.8,6.18,5.27,6.48,8.47,10.43,12.35,14.57,17.21,18.15,20.13,21.66,21.25,21.51,20.19,19.42,19.53,19.82,19.12,18.68
"Cincinnati, OH",35.79,28.86,31.09,38.87,33.89,33.34,31.84,34.9,31.59,29.27,28.41,27.01,25.47,23.48,21.83,21.55,20.63,22.37,22.74,18.77,19.89,21.14,17.7,16.4,14.51,19.7,21.47,19.26,17.82,15.94,15.38,15.79,15.51,15.39,17.64,22.5,24.93,23.01,22.66,21.43,22.51,25.37,26.23,27.7,26.78,28.04,25.72,24.31,27.97,25.16,29.99,30.28,31.38,30.36,26.89,24.77,27.31,27.66,27.23,28.42,27.36,27.64,27.69,28.89,25.38,12.95,18.97,16.66,16.2,16.65,18.19,23.33,22.47,24.65,21.93,19.58,22.39,21.04,18.07,22.32,22.83,20.99,22.62,21.41,21.43,20.4,25.2,32.29,25.95,26.83,30.61,25.36,22.06,25.24,21.23,22.37,23.7,23.53,24.43,22.65,22.73,24.71,22.35,22.35,16.73,18.3,19.6,22.29,24.11,26.17,27.19,27.22,27.95,28.52,29.2,29.34,30.46,31.89,34.18,37.84,39.35,41.2,43.33,45.1,46.59,48.58,50.31,54,56.03,57.85,60.58,63.52,65.39,67.08,68.53,70.99,72.39,73.04,73.79,75.7,78.09,79.98,83.67,82.3,80.55,79.03,78.03,76.6,74.86,74.33,73.9,71.24,68.04,63.55,54.94,54.68,54.42,52.42,50.14,46.21,45.21,45.19,44.92,45.02,47.36,50.6,54.63,56.3,57.66,60.16,62.89,67.16,69.12,70.18,69.15,68.56,66.02,63.04,58.96,56.9,56,54.13,51.7,48.68,47.03,45.3,44.42,43.95,44.22,44.56,44,42.08,40.57,39.49,38.98,38.35,35.7,32.32,29.26,27.82,24.88,23.21,22.24,21.56,21.38,19.91,19.9,21.89,24.9,27.25,29.48,31.09,33.72,35.46,37.1,39.32,37.91,36.72,33.99,31.83,31.03,31.98,31.05,29.53
"Cleveland, OH",17.56,12.49,14.58,12.07,14.27,18.93,18.75,18.1,16.31,15.67,15.21,27.62,26.96,33.32,31.82,31.22,29.33,28.48,26.89,25.88,24.93,25.16,24.82,21.64,22.9,21.86,21.02,16.89,17.25,16.24,15.14,14.11,16.33,16.05,15.61,14.6,17.38,14.03,14.33,16.35,14.87,17.64,20.67,18.8,19.48,24.48,23.27,30.18,27.74,32.05,31.84,33.46,31.48,30.4,26.21,27.29,28.34,26.19,26.52,23.7,24.59,23.57,30.11,27.01,27.36,30.74,28.32,34.25,23.99,27.29,26.23,17.06,17.05,16.21,13.66,14.38,12.63,12.3,11.9,11.2,10.58,10.94,13.38,24.87,18.81,21.11,21.29,23.26,24.28,22.38,25.19,19.51,26.93,22.85,19.65,16.37,20.02,22.48,22.52,19.24,21.42,18.97,19.44,20.91,18.12,19.98,22.73,26.15,28.92,33.36,37.61,42.4,46.01,49.95,51.85,52.99,54.52,57.26,61.4,63.07,64.59,64.11,62.77,60.83,62.66,63.81,64.46,66.67,68.25,70.97,73.78,77.34,80.3,84.25,87.27,89.61,89.66,90.28,90.02,89.29,89.51,88.36,87,80.07,78.49,75.67,74.14,71.51,69.27,66.8,66.54,65.06,61.74,59.75,56.78,61.12,59.85,57.68,56.33,55.73,55.74,57.5,57.61,58.78,61.57,64.39,65.79,67.26,70.11,71.72,74.16,75.65,77.59,77.14,77.98,78.21,77.52,77.05,75.7,75.06,73.36,71.52,68.87,64.78,59.71,55.55,51.53,47.61,45.35,43.68,42.44,39.68,36.43,33.98,30.95,29.88,28.57,26.88,26.06,26.7,26.84,26.5,27.74,28,28.62,27.91,27.61,29.03,31.35,33.91,35.49,36.9,37.67,38.59,38.89,41.1,39.98,40.2,37.92,35.27,32.33,29.41,26.44,24.69
