,foodkey,business_id,category,description,name,photo_num,photo_url,prices,restaurant,review_num,review_url,src
82,801,EtHDmvirGVYBXX3kUmQQrQ,Small-Plates,with hand cut fries,5 And Diamond Burger,2,/menu/5-and-diamond-new-york/item/5-and-diamond-burger,"[: 13.00, Add bacon, cheese, c…: 13.00]",5 & Diamond,1,/menu/5-and-diamond-new-york/item/5-and-diamond-burger#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/9uPSFVGZ3v84oGm5wEjP0A/180s.jpg
84,818,EtHDmvirGVYBXX3kUmQQrQ,Kids Dinner,marinara or butter & cheese,Pappardelle,1,/menu/5-and-diamond-new-york/item/pappardelle,7.00,5 & Diamond,2,/menu/5-and-diamond-new-york/item/pappardelle#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/NupoXx6rZayznQAQmh2Gsw/180s.jpg
85,819,EtHDmvirGVYBXX3kUmQQrQ,Weekly Special,"5 and Diamond Classic Mac n Cheese (gruyère cheese, garlic, confit tomatoes, herb panko). Short Rib, Crab, Bacon, Truffle",Mondays - Mac n Cheese Mania,2,/menu/5-and-diamond-new-york/item/mondays-mac-n-cheese-mania,,5 & Diamond,10,/menu/5-and-diamond-new-york/item/mondays-mac-n-cheese-mania#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/vXzqB7jKeXw5sLCtZN_sNA/180s.jpg
87,863,nDMnZFjvDqon5qKGMaHfVA,Noodle,"Sauteed flat rice noodle with dark soy sauce, Chinese broccoli and egg.",2. Pad See-Ew,1,/menu/wondee-siam-v-new-york/item/2-pad-see-ew,$11.00,Wondee Siam V,11,/menu/wondee-siam-v-new-york/item/2-pad-see-ew#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/tIcrrhRInR4DuUmbJX7S0w/180s.jpg
88,864,nDMnZFjvDqon5qKGMaHfVA,Noodle,"Sauteed flat rice noodle, mixed vegetable, fresh basil and chili.",3. Kee Mow Noodle,1,/menu/wondee-siam-v-new-york/item/3-kee-mow-noodle,$11.00,Wondee Siam V,2,/menu/wondee-siam-v-new-york/item/3-kee-mow-noodle#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/YHq5aVJWun1j2E5pFq7ddA/180s.jpg
89,917,nDMnZFjvDqon5qKGMaHfVA,Side Orders,,Brown Rice,1,/menu/wondee-siam-v-new-york/item/brown-rice,$1.50,Wondee Siam V,2,/menu/wondee-siam-v-new-york/item/brown-rice#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/DiBCDmfDk5GZkbnPtizMkg/180s.jpg
90,918,nDMnZFjvDqon5qKGMaHfVA,Side Orders,,Sticky Rice,2,/menu/wondee-siam-v-new-york/item/sticky-rice,$2.00,Wondee Siam V,5,/menu/wondee-siam-v-new-york/item/sticky-rice#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/R1BSNW9iNz0ekGdbQkCpEQ/180s.jpg
91,931,nDMnZFjvDqon5qKGMaHfVA,Dessert,,Fried Ice Cream,1,/menu/wondee-siam-v-new-york/item/fried-ice-cream,$5.00,Wondee Siam V,4,/menu/wondee-siam-v-new-york/item/fried-ice-cream#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/8oVH2RRQEOt214nCPazIiA/180s.jpg
92,1147,khYxvvCKRiR-wqMSbFzFmg,Desserts,nutella and sliced banana on toasted panini bread,Nutella,1,/menu/panino-sportivo-roma-new-york/item/nutella,4.50,Panino Sportivo Roma,3,/menu/panino-sportivo-roma-new-york/item/nutella#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/BQ2co5wjDpDG-620gPPtxA/180s.jpg
94,1305,GDELvDNJGYooK__jXu6foA,Main,"thomas' english muffin, baby spinach, poached eggs, hollandaise, rosemary roasted potatoes",Eggs Florentine,1,/menu/chocolat-restaurant-lounge-new-york/item/eggs-florentine,15.00,Chocolat Lounge,2,/menu/chocolat-restaurant-lounge-new-york/item/eggs-florentine#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/41TwIbIMDStJ7LpXDJ_f1Q/180s.jpg
95,1308,GDELvDNJGYooK__jXu6foA,Main,"our famous decadent signature red velvet pancakes, turkey sausage or bacon",Our Famous Red Velvet Pancakes,11,/menu/chocolat-restaurant-lounge-new-york/item/our-famous-red-velvet-pancakes,16.00,Chocolat Lounge,19,/menu/chocolat-restaurant-lounge-new-york/item/our-famous-red-velvet-pancakes#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/kKq0w4umXRz3MtU7IuQcMg/180s.jpg
96,1310,GDELvDNJGYooK__jXu6foA,Main,"hawaiian pullman, seasonal berry or banana, turkey sausage or bacon",French Toast,3,/menu/chocolat-restaurant-lounge-new-york/item/french-toast,15.00,Chocolat Lounge,10,/menu/chocolat-restaurant-lounge-new-york/item/french-toast#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/hCqHNt91InFOWoZ6joHQcA/180s.jpg
97,1313,GDELvDNJGYooK__jXu6foA,Main,"ground sirloin, cheddar cheese, special seasonings, breaded onion, bacon, ranch dressing, brioche",Ranch Burger,1,/menu/chocolat-restaurant-lounge-new-york/item/ranch-burger,16.00,Chocolat Lounge,3,/menu/chocolat-restaurant-lounge-new-york/item/ranch-burger#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/5g9QhaV2W5oYQwiLlRwxTA/180s.jpg
98,1315,GDELvDNJGYooK__jXu6foA,Main,"panko crusted, creamy cheddar grits, bacon cheddar grits",Fish Croquettes And Grits,1,/menu/chocolat-restaurant-lounge-new-york/item/fish-croquettes-and-grits,17.00,Chocolat Lounge,4,/menu/chocolat-restaurant-lounge-new-york/item/fish-croquettes-and-grits#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/sHBJIZ_o4qvQ55J-u3VIXw/180s.jpg
99,1318,GDELvDNJGYooK__jXu6foA,Sides,,Cheddar Grits,1,/menu/chocolat-restaurant-lounge-new-york/item/cheddar-grits,6.00,Chocolat Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/cheddar-grits#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/sHBJIZ_o4qvQ55J-u3VIXw/180s.jpg
100,1319,GDELvDNJGYooK__jXu6foA,Sides,,Bacon Cheddar Grits,1,/menu/chocolat-restaurant-lounge-new-york/item/bacon-cheddar-grits,7.00,Chocolat Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/bacon-cheddar-grits#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/oL5WaX_tgZmCDX_9MTMFCA/180s.jpg
101,1320,GDELvDNJGYooK__jXu6foA,Sides,,Bacon,2,/menu/chocolat-restaurant-lounge-new-york/item/bacon,6.00,Chocolat Lounge,10,/menu/chocolat-restaurant-lounge-new-york/item/bacon#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/kKq0w4umXRz3MtU7IuQcMg/180s.jpg
102,1321,GDELvDNJGYooK__jXu6foA,Sides,,Turkey Sausage,1,/menu/chocolat-restaurant-lounge-new-york/item/turkey-sausage,7.00,Chocolat Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/turkey-sausage#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/vHHTkFO76CrRXHaGIfRDVA/180s.jpg
103,1322,GDELvDNJGYooK__jXu6foA,Sides,,2 Biscuits And Gravy,1,/menu/chocolat-restaurant-lounge-new-york/item/2-biscuits-and-gravy,7.00,Chocolat Lounge,1,/menu/chocolat-restaurant-lounge-new-york/item/2-biscuits-and-gravy#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/mLk8Ksdn8KI5JqWuBt9C4Q/180s.jpg
104,1328,GDELvDNJGYooK__jXu6foA,Specials,saturday & sunday. 11:00am to 4:00pm,Unlimited Mimosa,1,/menu/chocolat-restaurant-lounge-new-york/item/unlimited-mimosa,12.00,Chocolat Lounge,23,/menu/chocolat-restaurant-lounge-new-york/item/unlimited-mimosa#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/O8N0c8hMimYImHQjxTa8-Q/180s.jpg
105,1329,GDELvDNJGYooK__jXu6foA,Specials,every sunday. 6:00pm to 9:30pm,Live Jazz At Chocolat,1,/menu/chocolat-restaurant-lounge-new-york/item/live-jazz-at-chocolat,,Chocolat Lounge,6,/menu/chocolat-restaurant-lounge-new-york/item/live-jazz-at-chocolat#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/89p8R72YOcx34AIoJCjRnw/180s.jpg
106,1352,xBF3jvTc5knr9RvtV4mOWA,Create Your Own,,Bacon,2,/menu/papa-johns-pizza-new-york-3/item/bacon,,Papa John's Pizza,1,/menu/papa-johns-pizza-new-york-3/item/bacon#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/nkbytzEyPZ1r3YjdqvYTHw/180s.jpg
107,1360,xBF3jvTc5knr9RvtV4mOWA,Create Your Own,,Onions,1,/menu/papa-johns-pizza-new-york-3/item/onions,,Papa John's Pizza,2,/menu/papa-johns-pizza-new-york-3/item/onions#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/ZSIF-JcvtWshY6Ymu4yUBw/180s.jpg
108,1365,xBF3jvTc5knr9RvtV4mOWA,Specialty PIzzas,"savor the combination of creamy ranch sauce, sliced chicken strips, crispy bacon, fresh sliced onions and tangy buffalo sauce",Buffalo Chicken,1,/menu/papa-johns-pizza-new-york-3/item/buffalo-chicken,,Papa John's Pizza,1,/menu/papa-johns-pizza-new-york-3/item/buffalo-chicken#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/ZSIF-JcvtWshY6Ymu4yUBw/180s.jpg
109,1378,KgfFn5Z51DZoUzhJ186a0A,Appetizers,mildly spiced vegetable pastries,Samosa,1,/menu/indian-cafe-new-york-2/item/samosa,4.95,Indian Cafe,9,/menu/indian-cafe-new-york-2/item/samosa#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/o41T5Xe4L3dtMmdVHRTTbw/180s.jpg
110,1381,KgfFn5Z51DZoUzhJ186a0A,Appetizers,broiled chicken cutlets,Chicken Tikka,1,/menu/indian-cafe-new-york-2/item/chicken-tikka,7.95,Indian Cafe,3,/menu/indian-cafe-new-york-2/item/chicken-tikka#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/0SICcrVxlnHU2lQIVJ89hA/180s.jpg
112,1408,KgfFn5Z51DZoUzhJ186a0A,Chicken,boneless tandoori chicken cooked in onion and tomato sauce flavored with ginger and fenugreek leaves,Chicken Tikka Masala,1,/menu/indian-cafe-new-york-2/item/chicken-tikka-masala,12.95,Indian Cafe,13,/menu/indian-cafe-new-york-2/item/chicken-tikka-masala#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/4zxgOM1roqAeLOPHzqc-Bg/180s.jpg
113,1419,vZ5-JXlJS75k8wmPNS5U5w,Appetizers,"mozzarella di bufala, tomatoes, and basil",Caprese,1,/menu/max-soha-new-york/item/caprese,8.95,Max Soha,9,/menu/max-soha-new-york/item/caprese#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/pSeWx-HbZGdmIQnSJVDWhA/180s.jpg
114,1435,vZ5-JXlJS75k8wmPNS5U5w,Pastas,spaghetti in a pancetta cream sauce,Spaghetti Alla Carbonara,2,/menu/max-soha-new-york/item/spaghetti-alla-carbonara,11.95,Max Soha,1,/menu/max-soha-new-york/item/spaghetti-alla-carbonara#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/nhx3PGbuktSGL_RyPKJxWQ/180s.jpg
116,1456,xGos8tSzLwO3J8mEk3z_2A,Appetizers,"with black truffles & port wine, side of bearnaise",Mousse Truffee,2,/menu/a-cafe-new-york-new-york-2/item/mousse-truffee,10.00,A Cafe New York,5,/menu/a-cafe-new-york-new-york-2/item/mousse-truffee#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/PFK0isZZ6KafukSgf84YjA/180s.jpg
117,1457,xGos8tSzLwO3J8mEk3z_2A,Appetizers,with roquefort in a balsamic vinaigrette,Baked D'anjou Pear,1,/menu/a-cafe-new-york-new-york-2/item/baked-d-anjou-pear,10.00,A Cafe New York,6,/menu/a-cafe-new-york-new-york-2/item/baked-d-anjou-pear#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/Wzk8RZb0eqABT-cJ-jmuYA/180s.jpg
118,1458,xGos8tSzLwO3J8mEk3z_2A,Appetizers,mushroom terrine in a shiitake-sesame dressing,Grilled Hass Avocado,2,/menu/a-cafe-new-york-new-york-2/item/grilled-hass-avocado,11.00,A Cafe New York,5,/menu/a-cafe-new-york-new-york-2/item/grilled-hass-avocado#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/mLj8aTmCOjdQ7Nexha65Bw/180s.jpg
119,1459,xGos8tSzLwO3J8mEk3z_2A,Appetizers,with pastis in a cilantro-chili butter,Broiled Bourgogne Escargots,1,/menu/a-cafe-new-york-new-york-2/item/broiled-bourgogne-escargots,12.00,A Cafe New York,3,/menu/a-cafe-new-york-new-york-2/item/broiled-bourgogne-escargots#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/bQVLCh3o1mib_ZkIT6-hfg/180s.jpg
120,1460,xGos8tSzLwO3J8mEk3z_2A,Appetizers,"truffle oil, cognac with a brie crust",Baked Scottish Pheasant Pate,4,/menu/a-cafe-new-york-new-york-2/item/baked-scottish-pheasant-pate,12.00,A Cafe New York,33,/menu/a-cafe-new-york-new-york-2/item/baked-scottish-pheasant-pate#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/fblZQE6ihgg3fQ6u4_WNrQ/180s.jpg
121,1462,xGos8tSzLwO3J8mEk3z_2A,Main Courses,with butternut squash & apples in a mango gravy,Seitan Meatloaf,1,/menu/a-cafe-new-york-new-york-2/item/seitan-meatloaf,17.00,A Cafe New York,7,/menu/a-cafe-new-york-new-york-2/item/seitan-meatloaf#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/oWUCc75H1QqSXreJARQuDg/180s.jpg
122,1463,xGos8tSzLwO3J8mEk3z_2A,Main Courses,wrapped in a light and flaky puff pastry,Portobello Wellington,1,/menu/a-cafe-new-york-new-york-2/item/portobello-wellington,18.00,A Cafe New York,13,/menu/a-cafe-new-york-new-york-2/item/portobello-wellington#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/dAfxAhpgmAlmu9sa-n3zeg/180s.jpg
123,1465,xGos8tSzLwO3J8mEk3z_2A,Main Courses,n a savory carrot-ginger & cashew puree,Rabbit Sausages,2,/menu/a-cafe-new-york-new-york-2/item/rabbit-sausages,19.00,A Cafe New York,10,/menu/a-cafe-new-york-new-york-2/item/rabbit-sausages#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/HpSqLKFTW6AOZ6gwBHuVwA/180s.jpg
124,1467,xGos8tSzLwO3J8mEk3z_2A,Main Courses,with parsley in a mild coconut milk curry over rice,Gulf Shrimp Saute,2,/menu/a-cafe-new-york-new-york-2/item/gulf-shrimp-saute,20.00,A Cafe New York,1,/menu/a-cafe-new-york-new-york-2/item/gulf-shrimp-saute#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/pPpAKbDkiANcizrli8ciEA/180s.jpg
125,1468,xGos8tSzLwO3J8mEk3z_2A,Main Courses,with jerk spices in a citrus jus reduction,Roast Duck Leg Confit,2,/menu/a-cafe-new-york-new-york-2/item/roast-duck-leg-confit,22.00,A Cafe New York,17,/menu/a-cafe-new-york-new-york-2/item/roast-duck-leg-confit#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/NW1M9fFGQyFJ_nYbm-2b2Q/180s.jpg
128,1777,VAkdznBlCPQ7KFvm-Kma0g,Salads,crisp romaine lettuce with fresh croutons & parmesan,Caesar Salad,1,/menu/toast-new-york-6/item/caesar-salad,7.95,Toast,6,/menu/toast-new-york-6/item/caesar-salad#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/HkN2OY6bKdA3kLpv6ZGquQ/180s.jpg
131,1791,VAkdznBlCPQ7KFvm-Kma0g,Entrees,"with brandy-peppercorn sauce, mashed potatoes & cajun onion ribbons",Skirt Steak,1,/menu/toast-new-york-6/item/skirt-steak,16.95,Toast,5,/menu/toast-new-york-6/item/skirt-steak#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/2Roe5SfxWqEr-uG0e9Vymg/180s.jpg
132,1807,VAkdznBlCPQ7KFvm-Kma0g,Burgers,with chipotle mayo on the side,Veggie Burger,1,/menu/toast-new-york-6/item/veggie-burger,9.95,Toast,11,/menu/toast-new-york-6/item/veggie-burger#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/N8J3XIQYf9rFqFzvyNGg7Q/180s.jpg
133,1808,VAkdznBlCPQ7KFvm-Kma0g,Burgers,"stuffed with feta cheese, rosemary, shallots & topped with pesto",Lamb Burger,2,/menu/toast-new-york-6/item/lamb-burger,13.95,Toast,9,/menu/toast-new-york-6/item/lamb-burger#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/dgVwIcYOqmrnoX92NdS2gQ/180s.jpg
135,1827,VAkdznBlCPQ7KFvm-Kma0g,Sides,,Caesar Salad,1,/menu/toast-new-york-6/item/caesar-salad-2,4.00,Toast,6,/menu/toast-new-york-6/item/caesar-salad-2#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/HkN2OY6bKdA3kLpv6ZGquQ/180s.jpg
136,1883,Ki2-LougDEv34G5EY1sz4g,Chicken,Lightly breaded chicken breast in a lemon and white wine sauce * Chef suggested side order: Spinach mashed potatoes,Pechuga rebosada,1,/menu/tropical-sensation-new-york-2/item/pechuga-rebosada,17.00,Tropical Sensation Restaurant,1,/menu/tropical-sensation-new-york-2/item/pechuga-rebosada#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/j2AX6JNYOWgAbhv9kiIE0w/180s.jpg
138,1904,Ki2-LougDEv34G5EY1sz4g,Signature Dishes,Slow cooked shredded skirt steak in a rich savory saucewith yellow and red peppers surrounding a YucaFongo,Ropa Vieja sobre YucaFongo,2,/menu/tropical-sensation-new-york-2/item/ropa-vieja-sobre-yucafongo,16.00,Tropical Sensation Restaurant,1,/menu/tropical-sensation-new-york-2/item/ropa-vieja-sobre-yucafongo#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/OLGK7CQ88AWX9cvU0JfUFg/180s.jpg
139,1907,Ki2-LougDEv34G5EY1sz4g,Side Orders,,Arroz,2,/menu/tropical-sensation-new-york-2/item/arroz,1.65,Tropical Sensation Restaurant,1,/menu/tropical-sensation-new-york-2/item/arroz#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/j2AX6JNYOWgAbhv9kiIE0w/180s.jpg
140,1915,Ki2-LougDEv34G5EY1sz4g,Milkshakes,,Arroz,2,/menu/tropical-sensation-new-york-2/item/arroz-2,1.65,Tropical Sensation Restaurant,1,/menu/tropical-sensation-new-york-2/item/arroz-2#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/j2AX6JNYOWgAbhv9kiIE0w/180s.jpg
141,1943,yo_WAOnE2pPHCQduq_V_ZA,Chicken,broiled boneless marinated chicken chunks,Kebab,1,/menu/symposium-greek-restaurant-new-york/item/kebab,14.95,Symposium Greek Restaurant,3,/menu/symposium-greek-restaurant-new-york/item/kebab#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/efWYWaXT2tXQ1KtXv4XUuw/180s.jpg
142,1944,yo_WAOnE2pPHCQduq_V_ZA,Chicken,"broiled strips of chicken gyro served on toasted pita bread with our tzatziki dip, tossed salad with feta cheese & roasted potatoes",Gyro Platter,2,/menu/symposium-greek-restaurant-new-york/item/gyro-platter,9.95,Symposium Greek Restaurant,10,/menu/symposium-greek-restaurant-new-york/item/gyro-platter#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/aZBbgz0kP0AyZB2DHJKoZQ/180s.jpg
143,1949,yo_WAOnE2pPHCQduq_V_ZA,Lamb,,Roast Lamb,1,/menu/symposium-greek-restaurant-new-york/item/roast-lamb,16.95,Symposium Greek Restaurant,1,/menu/symposium-greek-restaurant-new-york/item/roast-lamb#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/_SOW9geHG2U8pscTKSHESw/180s.jpg
144,1953,yo_WAOnE2pPHCQduq_V_ZA,Beef,"broiled strips of beef mixed with spices & served on toasted pita bread with our tzatzkiki dip,  tossed salad with feta cheese & roasted potatoes",Gyro Platter,2,/menu/symposium-greek-restaurant-new-york/item/gyro-platter-2,9.95,Symposium Greek Restaurant,10,/menu/symposium-greek-restaurant-new-york/item/gyro-platter-2#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/aZBbgz0kP0AyZB2DHJKoZQ/180s.jpg
145,1954,yo_WAOnE2pPHCQduq_V_ZA,Beef,lamb souvlaki combination platter,Gyro,2,/menu/symposium-greek-restaurant-new-york/item/gyro,12.95,Symposium Greek Restaurant,16,/menu/symposium-greek-restaurant-new-york/item/gyro#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/U0Y9M2_JmOqe4MWYLcRh7w/180s.jpg
146,1993,Y2I946V78wOdwaUD9chmqg,Popular Items,Fresh spinach and grated Indian cheese,Palak Paneer Frankie,1,/menu/roti-roll-bombay-frankie-new-york/item/palak-paneer-frankie,5.00,Roti Roll - Bombay Frankie,4,/menu/roti-roll-bombay-frankie-new-york/item/palak-paneer-frankie#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/oFaFoAxQMBbbS1Fe0-uDGg/180s.jpg
147,2159,yue8UWXtQ38ddVn0fqAn0A,Appetizers,,Mushroom Risotto,2,/menu/cedric-french-bistro-and-bar-new-york/item/mushroom-risotto,15.00,Cedric French Bistro and Bar,4,/menu/cedric-french-bistro-and-bar-new-york/item/mushroom-risotto#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/chGqhL13oRKhDUfWWR56VQ/180s.jpg
148,2169,yue8UWXtQ38ddVn0fqAn0A,Mussels,Curry and Cream,Curry,1,/menu/cedric-french-bistro-and-bar-new-york/item/curry,19.00,Cedric French Bistro and Bar,11,/menu/cedric-french-bistro-and-bar-new-york/item/curry#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/CCEz9BfZzGBKdRpDEbzktw/180s.jpg
149,2176,yue8UWXtQ38ddVn0fqAn0A,Our Main,With Shallots And Red Wine Sauce,Grilled Hanger Steak,1,/menu/cedric-french-bistro-and-bar-new-york/item/grilled-hanger-steak,24.00,Cedric French Bistro and Bar,1,/menu/cedric-french-bistro-and-bar-new-york/item/grilled-hanger-steak#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/lTRFaIjXHlpcFk6d5LxbJw/180s.jpg
150,2179,yue8UWXtQ38ddVn0fqAn0A,Our Main,,Hamburger,1,/menu/cedric-french-bistro-and-bar-new-york/item/hamburger,15.00,Cedric French Bistro and Bar,1,/menu/cedric-french-bistro-and-bar-new-york/item/hamburger#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/9sq454oFvRldGdUeH7QXtQ/180s.jpg
151,2184,yue8UWXtQ38ddVn0fqAn0A,Our Main,,Coq Au Vin,1,/menu/cedric-french-bistro-and-bar-new-york/item/coq-au-vin,22.00,Cedric French Bistro and Bar,2,/menu/cedric-french-bistro-and-bar-new-york/item/coq-au-vin#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/l1NAyJoTkLlaP50qptQsRQ/180s.jpg
152,2187,yue8UWXtQ38ddVn0fqAn0A,Sides,,French Fries,1,/menu/cedric-french-bistro-and-bar-new-york/item/french-fries,6.00,Cedric French Bistro and Bar,3,/menu/cedric-french-bistro-and-bar-new-york/item/french-fries#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/9sq454oFvRldGdUeH7QXtQ/180s.jpg
153,2190,yue8UWXtQ38ddVn0fqAn0A,Sides,,Mashed Potatoes,1,/menu/cedric-french-bistro-and-bar-new-york/item/mashed-potatoes,6.00,Cedric French Bistro and Bar,4,/menu/cedric-french-bistro-and-bar-new-york/item/mashed-potatoes#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/lTRFaIjXHlpcFk6d5LxbJw/180s.jpg
154,2196,yue8UWXtQ38ddVn0fqAn0A,Appetizers,,Mushroom Risotto,2,/menu/cedric-french-bistro-and-bar-new-york/item/mushroom-risotto-2,,Cedric French Bistro and Bar,4,/menu/cedric-french-bistro-and-bar-new-york/item/mushroom-risotto-2#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/chGqhL13oRKhDUfWWR56VQ/180s.jpg
155,2198,yue8UWXtQ38ddVn0fqAn0A,Main Dishes,with Shallots and Red Wine Sauce,Grilled Hanger Steak,1,/menu/cedric-french-bistro-and-bar-new-york/item/grilled-hanger-steak-2,,Cedric French Bistro and Bar,1,/menu/cedric-french-bistro-and-bar-new-york/item/grilled-hanger-steak-2#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/lTRFaIjXHlpcFk6d5LxbJw/180s.jpg
156,2288,geTFpY84Tp-nVTXflnxtDA,Specialty Vegetable Pasta Dishes,"w/ broccoli, garlic & oil",Pasta,1,/menu/v-and-t-pizzeria-and-restaurant-new-york/item/pasta,12.00,V & T Pizzeria & Restaurant,31,/menu/v-and-t-pizzeria-and-restaurant-new-york/item/pasta#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/bRD88s6fRqiKqc2uC8RZ4A/180s.jpg
157,2289,geTFpY84Tp-nVTXflnxtDA,Specialty Dishes,"w/ tomato, butter or marinara sauce",Pasta,1,/menu/v-and-t-pizzeria-and-restaurant-new-york/item/pasta-2,8.00,V & T Pizzeria & Restaurant,31,/menu/v-and-t-pizzeria-and-restaurant-new-york/item/pasta-2#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/bRD88s6fRqiKqc2uC8RZ4A/180s.jpg
158,2290,geTFpY84Tp-nVTXflnxtDA,Specialty Dishes,w/ meatballs or sausage,Pasta,1,/menu/v-and-t-pizzeria-and-restaurant-new-york/item/pasta-3,11.00,V & T Pizzeria & Restaurant,31,/menu/v-and-t-pizzeria-and-restaurant-new-york/item/pasta-3#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/bRD88s6fRqiKqc2uC8RZ4A/180s.jpg
160,2304,n_KosOPSHS81Yq0D6X3peQ,Appetizers,"Finely ground chick peas with sesame paste, lemon juice and a hint of garlic.",Hummus,3,/menu/falafel-on-broadway-new-york/item/hummus,$4.99,Falafel On Broadway,20,/menu/falafel-on-broadway-new-york/item/hummus#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/MHoXdw9YqSKsJU7xDKK38Q/180s.jpg
161,2341,n_KosOPSHS81Yq0D6X3peQ,Grilled Sandwiches,,Chicken Gyro Sandwich,1,/menu/falafel-on-broadway-new-york/item/chicken-gyro-sandwich,$4.49,Falafel On Broadway,1,/menu/falafel-on-broadway-new-york/item/chicken-gyro-sandwich#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/mhSS5BugwmKt5dJs4SHLmQ/180s.jpg
162,2394,n_KosOPSHS81Yq0D6X3peQ,Desserts,Chopped walnuts and honey in fine pastry.,Baklava,1,/menu/falafel-on-broadway-new-york/item/baklava,$1.99,Falafel On Broadway,9,/menu/falafel-on-broadway-new-york/item/baklava#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/fEPZdBeEs1VXAhUDSkotHQ/180s.jpg
164,2515,wZkZmjZEJDraLJgAalnHvA,Antipasti,"whole cloves roasted until they are sweet, spread over rustic italian bread.",Roasted Garlic Bread,1,/menu/pisticci-new-york/item/roasted-garlic-bread,"[: 5.95, Add Warm Goat Cheese…: 5.95]",Pisticci,12,/menu/pisticci-new-york/item/roasted-garlic-bread#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/DWstWEnccZN-2q61DhuIgQ/180s.jpg
